junction_id	fate	reads	donor_in_repeat	acceptor_in_repeat	repeat_classes
chr22:21105019:21134045:-	retained	1	True	True	SINE
chr22:21135120:21224576:-	retained	1	True	True	SINE
chr22:21390442:21425683:+	retained	1	True	True	SINE
chr22:21391704:21410662:+	retained	1	True	True	SINE
chr22:21405107:21426714:-	retained	1	True	True	SINE
chr22:21406711:21411825:-	retained	1	True	True	SINE
chr22:21406740:21453721:+	retained	1	True	True	SINE
chr22:21413178:21459747:+	retained	1	True	True	SINE
chr22:21452923:21507326:+	retained	1	True	True	SINE
chr22:21504222:21509941:+	retained	1	True	True	SINE
chr22:21536515:21590356:-	retained	1	True	True	SINE
chr22:21537507:21540736:+	retained	1	True	True	SINE
chr22:21543116:21584407:-	retained	1	True	True	SINE
chr22:21543815:21600599:+	retained	1	True	True	SINE
chr22:21556693:21560681:-	retained	1	True	True	SINE
chr22:21559300:21862613:+	retained	1	True	True	SINE
chr22:21584321:21605360:+	retained	2	True	True	SINE
chr22:21596723:21644700:+	retained	1	True	True	SINE
chr22:21611044:21621514:+	retained	1	False	False	.
chr22:21615091:21615490:+	retained	1	True	True	SINE
chr22:21637740:21650606:-	retained	1	True	True	SINE
chr22:21659743:21662568:+	retained	1	True	True	SINE
chr22:21670612:21670996:+	retained	1	False	False	.
chr22:21677435:21724411:-	retained	1	True	True	Retroposon,SINE
chr22:21678494:21679024:+	retained	1	True	True	SINE
chr22:21688192:21729475:-	retained	1	False	True	SINE
chr22:21706371:21715429:+	retained	1	True	True	SINE
chr22:21752006:21876382:-	retained	1	True	True	SINE
chr22:21758054:21845083:+	retained	1	True	True	SINE
chr22:21767104:21814596:+	retained	1	False	True	SINE
chr22:21772983:21788256:-	retained	1	False	False	.
chr22:21781662:21801454:-	retained	1	True	True	SINE
chr22:21782387:21808769:-	retained	1	True	True	SINE
chr22:21822157:21891650:-	retained	2	True	True	SINE
chr22:21839560:21871056:-	retained	1	True	True	SINE
chr22:21845523:21863559:-	retained	1	True	True	LINE,SINE
chr22:21859285:21873676:+	retained	1	True	True	SINE
chr22:21887708:21914272:-	retained	1	True	True	LINE,SINE
chr22:21931640:21950750:+	retained	1	True	True	SINE
chr22:21940332:21977034:+	retained	1	True	True	SINE
chr22:21965376:21967602:-	retained	1	False	False	.
chr22:21967717:21968618:-	retained	1	False	False	.
chr22:21972719:21974356:-	retained	1	False	False	.
chr22:21983779:22028900:+	retained	1	True	True	SINE
chr22:22007200:22028399:-	retained	1	True	True	SINE
chr22:22104233:22144533:+	retained	1	True	True	SINE
chr22:22104379:22109325:+	retained	1	True	True	SINE
chr22:22153354:22209283:+	retained	1	True	True	SINE
chr22:22166388:22188763:+	retained	1	False	True	LINE
chr22:22226251:22237070:-	retained	1	True	True	SINE
chr22:22250431:22259666:-	retained	1	True	True	SINE
chr22:22252398:22260925:-	retained	1	True	True	SINE
chr22:22462159:22474151:+	retained	1	True	True	SINE
chr22:22471263:22472684:-	retained	1	True	True	SINE
chr22:22478041:22483498:-	retained	1	True	True	SINE
chr22:22483562:22491617:-	retained	1	True	True	SINE
chr22:22541730:22596908:+	retained	1	True	True	SINE
chr22:22541730:22544746:+	retained	1	True	True	SINE
chr22:22877282:22972929:+	retained	1	True	True	LINE
chr22:22893819:22895374:+	retained	6	False	False	.
chr22:22901239:22906604:+	retained	17	False	False	.
chr22:22905026:22906341:+	retained	4	False	False	.
chr22:22915876:22919801:+	retained	34	False	False	.
chr22:22921436:22922593:+	retained	1	False	False	.
chr22:23130196:23143165:-	retained	1	True	True	SINE
chr22:23171625:23178198:-	retained	1	True	True	SINE
chr22:23209703:23259675:-	retained	1	True	True	SINE
chr22:23224669:23274694:+	retained	1	True	True	SINE
chr22:23261677:23546294:-	retained	1	True	True	SINE
chr22:23297344:23299124:+	retained	1	True	True	SINE
chr22:23390759:23445977:+	retained	1	True	True	SINE
chr22:23420755:23589325:-	retained	1	True	True	SINE
chr22:23426306:23428289:-	retained	1	True	True	SINE
chr22:23489818:23520504:+	retained	1	True	True	SINE
chr22:23491672:23586625:-	retained	1	True	True	SINE
chr22:23528049:23563177:-	retained	1	True	True	SINE
chr22:23561120:23561266:-	retained	1	True	True	Retroposon
chr22:23581853:23582809:-	retained	1	True	True	SINE
chr22:23632699:23634723:+	retained	1	True	True	SINE
chr22:23646063:23652192:-	retained	1	True	True	SINE
chr22:23731009:23737458:-	retained	1	True	True	SINE
chr22:23731022:23751984:+	retained	1	True	True	SINE
chr22:23734152:23808263:+	retained	1	True	True	SINE
chr22:23770820:23821636:+	retained	1	True	True	SINE
chr22:23770898:23843989:+	retained	1	True	True	SINE
chr22:23791895:23793558:+	retained	1	False	False	.
chr22:23806795:23820446:-	retained	1	True	True	SINE
chr22:23837855:23838351:-	retained	1	False	False	.
chr22:23871135:23885426:+	retained	1	True	True	SINE
chr22:23888174:23923733:-	retained	2	True	True	SINE
chr22:23894583:23894771:+	retained	3	False	False	.
chr22:23894945:23895039:+	retained	1	False	False	.
chr22:23920401:23923849:+	retained	1	True	True	SINE
chr22:23936846:23937323:-	retained	1	True	True	Retroposon
chr22:23973944:23974306:-	retained	1	False	False	.
chr22:24015725:24032845:+	retained	1	True	True	SINE
chr22:24038462:24041138:+	retained	1	False	False	.
chr22:24056361:24059226:+	retained	1	False	False	.
chr22:24059364:24059923:+	retained	4	False	False	.
chr22:24093320:24093782:+	retained	1	True	True	SINE
chr22:24173705:24203450:+	retained	1	True	True	SINE
chr22:24210133:24219230:+	retained	1	True	True	SINE
chr22:24213952:24217799:+	retained	1	True	True	SINE
chr22:24218368:24223012:-	retained	1	True	True	SINE
chr22:24220117:24224995:-	retained	1	False	False	.
chr22:24222109:24242526:+	retained	1	True	True	SINE
chr22:24223261:24320134:+	retained	1	True	True	SINE
chr22:24229282:24234694:-	retained	1	True	True	SINE
chr22:24285823:24313920:+	retained	1	True	True	SINE
chr22:24314285:24340020:+	retained	1	True	True	SINE
chr22:24334290:24363504:+	retained	1	True	True	SINE
chr22:24340378:24389345:-	retained	1	True	True	SINE
chr22:24366487:24386897:-	retained	1	True	True	SINE
chr22:24409935:24461500:+	retained	1	True	True	SINE
chr22:24470710:24541414:+	retained	1	True	True	SINE
chr22:24510015:24517946:-	retained	1	True	True	SINE
chr22:24567529:24597456:-	retained	1	True	True	SINE
chr22:24597604:24636293:-	retained	2	True	True	SINE
chr22:24639666:24669762:-	retained	1	True	True	SINE
chr22:24655677:24683212:-	retained	1	True	True	SINE
chr22:24710039:24739819:+	retained	2	True	True	SINE
chr22:24722500:24770609:+	retained	1	True	True	SINE
chr22:24726371:24768342:-	retained	1	True	True	SINE
chr22:24766555:24778499:-	retained	1	True	True	SINE
chr22:24769386:24778921:+	retained	1	True	True	SINE
chr22:24770605:24777098:-	retained	1	True	True	SINE
chr22:24774548:24777056:-	retained	1	True	True	SINE
chr22:24786482:24801431:+	retained	1	True	True	SINE
chr22:24788412:24791266:+	retained	1	True	True	SINE
chr22:24788924:24860758:+	retained	1	True	True	SINE
chr22:24818511:24889792:+	retained	1	True	True	SINE
chr22:24822234:24856911:+	retained	1	True	True	SINE
chr22:24840395:24849322:+	retained	1	True	True	SINE
chr22:24841044:24889842:+	retained	1	True	True	SINE
chr22:24869379:24904297:+	retained	1	True	False	SINE
chr22:24880960:24892817:+	retained	1	True	True	SINE
chr22:24884199:24886599:+	retained	1	False	False	.
chr22:24884497:24886116:-	retained	1	True	True	SINE
chr22:24890623:24918813:-	retained	1	True	True	SINE
chr22:24894186:24911836:-	retained	1	True	True	SINE
chr22:24897162:24903753:-	retained	1	True	True	SINE
chr22:24898768:24910393:-	retained	1	True	True	SINE
chr22:24903831:24943161:+	retained	1	True	False	SINE
chr22:24910732:24933652:+	retained	1	True	True	SINE
chr22:24922413:24980502:-	retained	1	True	True	SINE
chr22:24959878:24965480:-	retained	1	True	True	SINE
chr22:24959997:24960404:+	retained	2	True	True	SINE
chr22:24978921:24980982:+	retained	2	True	True	SINE
chr22:25011781:25047615:+	retained	1	True	True	SINE
chr22:25032697:25038759:+	retained	1	False	False	.
chr22:25033689:25034290:-	retained	1	True	True	SINE
chr22:25034177:25055986:-	retained	2	True	True	SINE
chr22:25034301:25116192:-	retained	1	True	True	SINE
chr22:25045704:25055969:-	retained	1	True	True	SINE
chr22:25047233:25109191:-	retained	2	True	True	SINE
chr22:25047561:25065727:-	retained	1	True	True	SINE
chr22:25052064:25065721:-	retained	2	False	True	SINE
chr22:25073211:25073836:+	retained	1	True	True	SINE
chr22:25099738:25152690:-	retained	1	True	True	SINE
chr22:25110684:25111605:-	retained	1	False	False	.
chr22:25141465:25158053:-	retained	1	True	True	SINE
chr22:25170939:25174239:+	retained	1	False	False	.
chr22:25186504:25249570:+	retained	1	True	True	SINE
chr22:25189409:25226909:+	retained	1	True	True	SINE
chr22:25191299:25233005:+	retained	1	True	True	SINE
chr22:25306865:25334566:+	retained	1	True	True	SINE
chr22:25359168:25414277:-	retained	1	True	True	SINE
chr22:25370870:25379369:-	retained	1	True	True	SINE
chr22:25371844:25376167:-	retained	1	True	True	SINE
chr22:25399228:25429109:+	retained	1	True	True	SINE
chr22:25400379:25502609:-	retained	1	True	True	SINE
chr22:25424909:25442702:-	retained	1	True	True	SINE
chr22:25435974:25499273:-	retained	1	True	True	SINE
chr22:25440845:25499273:-	retained	1	True	True	SINE
chr22:25450704:25469651:+	retained	1	True	True	SINE
chr22:25609524:25617964:+	retained	1	True	True	SINE
chr22:25688022:25761908:+	retained	1	True	True	SINE
chr22:25692246:25699975:+	retained	1	True	True	SINE
chr22:25692246:25709314:+	retained	1	True	True	SINE
chr22:25703577:25704108:+	retained	1	False	False	.
chr22:25704647:25708897:+	retained	1	True	True	SINE
chr22:25778623:25794209:+	retained	1	True	True	SINE
chr22:25802780:25847946:-	retained	1	False	True	Simple_repeat
chr22:26310276:26329207:-	retained	1	True	True	SINE
chr22:26505992:26529407:+	retained	1	True	True	SINE
chr22:26530880:26566622:+	retained	1	True	True	SINE
chr22:26578966:26635894:-	retained	1	True	True	SINE
chr22:26649903:26742830:-	retained	1	True	True	SINE
chr22:26666938:26667184:+	retained	1	False	True	LINE
chr22:26667311:26668157:+	retained	1	False	False	.
chr22:26719762:26742774:-	retained	1	True	True	SINE
chr22:26729374:26744183:+	retained	1	True	True	SINE
chr22:26738241:26774155:+	retained	1	True	True	DNA,LTR
chr22:26756368:26850626:+	retained	1	True	True	SINE
chr22:26907713:26915753:+	retained	1	True	True	SINE
chr22:26907713:26917434:+	retained	1	True	True	SINE
chr22:27340780:27393129:+	retained	1	True	True	LINE,SINE
chr22:27367095:27383821:+	retained	1	True	True	SINE
chr22:27684129:27760131:-	retained	1	True	True	SINE
chr22:27730730:27813315:+	retained	1	True	True	SINE
chr22:27742345:27745097:+	retained	1	True	True	LTR
chr22:27751097:27796762:-	retained	1	False	False	.
chr22:27783249:27822075:-	retained	1	True	True	SINE
chr22:27812272:27818003:+	retained	1	True	True	SINE
chr22:27849359:27880753:+	retained	2	True	True	SINE
chr22:27896627:27897129:-	retained	1	False	False	.
chr22:27897138:27897800:-	retained	1	False	False	.
chr22:27939201:27979386:+	retained	1	True	True	SINE
chr22:28030367:28094079:-	retained	1	False	False	.
chr22:28039124:28042183:+	retained	2	True	True	LINE
chr22:28060816:28060878:-	retained	1	True	True	LINE
chr22:28089449:28089898:+	retained	1	True	True	LINE
chr22:28134655:28165133:+	retained	1	True	True	LINE
chr22:28288147:28313524:-	retained	1	True	True	LINE,SINE
chr22:28289766:28301787:-	retained	1	True	True	SINE
chr22:28289899:28347747:-	retained	1	True	True	SINE
chr22:28357503:28384279:+	retained	1	True	True	SINE
chr22:28371570:28395457:-	retained	1	True	True	SINE
chr22:28508404:28527755:-	retained	1	True	True	SINE
chr22:28511087:28533487:+	retained	1	True	True	LINE
chr22:28554807:28556294:+	retained	2	True	True	SINE
chr22:28604484:28646604:-	retained	1	True	True	SINE
chr22:28633062:28695438:-	retained	1	True	True	SINE
chr22:28644335:28648159:+	retained	1	True	True	SINE
chr22:28685503:28706175:-	retained	1	True	True	SINE
chr22:28690983:28739055:+	retained	1	True	True	SINE
chr22:28698272:28706175:-	retained	1	True	True	SINE
chr22:28702176:28714482:+	retained	1	True	True	LINE,SINE
chr22:28718786:28754573:+	retained	1	True	True	SINE
chr22:28725784:28731470:-	retained	1	True	True	SINE
chr22:28739038:28753294:+	retained	1	True	True	SINE
chr22:28762194:28828493:-	retained	1	True	True	SINE
chr22:28767708:28820359:+	retained	2	True	True	SINE
chr22:28770816:28771997:-	retained	1	True	True	SINE
chr22:28795733:28796046:-	retained	1	False	False	.
chr22:28797206:28799056:-	retained	1	False	False	.
chr22:28798404:28868915:+	retained	2	True	True	SINE
chr22:28798452:28807621:+	retained	2	True	True	SINE
chr22:28798587:28860922:+	retained	1	True	True	SINE
chr22:28799154:28800297:-	retained	2	False	True	Simple_repeat
chr22:28803301:28805103:+	retained	1	True	True	SINE
chr22:28805047:28805364:+	retained	1	True	True	LTR
chr22:28807709:28896494:-	retained	1	True	True	SINE
chr22:28836314:28839818:+	retained	1	True	True	SINE
chr22:28864038:28927023:+	retained	1	True	True	SINE
chr22:28881674:28919688:+	retained	2	True	True	SINE
chr22:28890993:28909682:+	retained	1	True	True	SINE
chr22:28893641:28899832:+	retained	1	True	True	SINE
chr22:28902080:28949122:+	retained	1	True	True	SINE
chr22:28914689:28967799:-	retained	1	True	True	SINE
chr22:28916275:28971918:+	retained	1	True	True	SINE
chr22:28954758:28955183:+	retained	1	True	True	SINE
chr22:28967734:29039753:-	retained	1	True	True	SINE
chr22:28971850:28994329:+	retained	1	True	True	SINE
chr22:28991212:28997933:+	retained	1	True	True	SINE
chr22:29015574:29015919:+	retained	1	True	True	SINE
chr22:29015800:29076632:-	retained	1	True	True	SINE
chr22:29021583:29057888:+	retained	1	True	True	SINE
chr22:29065086:29068320:-	retained	1	True	True	SINE
chr22:29104817:29160462:-	retained	1	True	True	SINE
chr22:29148733:29210513:+	retained	2	True	True	SINE
chr22:29184023:29247060:-	retained	1	True	True	SINE
chr22:29192116:29278869:-	retained	1	True	True	SINE
chr22:29193994:29239408:+	retained	1	True	True	SINE
chr22:29215040:29215526:+	retained	1	False	False	.
chr22:29230269:29334000:+	retained	1	True	True	SINE
chr22:29241536:29317831:-	retained	1	True	True	SINE
chr22:29242054:29262849:+	retained	1	True	True	SINE
chr22:29248728:29296935:+	retained	1	True	True	SINE
chr22:29249432:29250725:-	retained	1	True	True	SINE
chr22:29249774:29250725:-	retained	1	True	True	SINE
chr22:29278217:29286922:+	retained	1	False	False	.
chr22:29296369:29297826:+	retained	3	False	False	.
chr22:29298896:29299233:+	retained	1	False	False	.
chr22:29299332:29299598:+	retained	1	False	False	.
chr22:29331917:29334264:-	retained	1	False	False	.
chr22:29361937:29446323:+	retained	1	True	True	SINE
chr22:29370324:29384738:+	retained	1	True	True	SINE
chr22:29375297:29450945:+	retained	1	True	True	SINE
chr22:29378297:29649320:-	retained	2	True	True	SINE
chr22:29394046:29394577:+	retained	1	True	True	SINE
chr22:29422386:29449156:-	retained	1	True	True	SINE
chr22:29440808:29455918:-	retained	1	True	True	SINE
chr22:29449132:29462245:-	retained	1	True	True	SINE
chr22:29453421:29453728:+	retained	1	True	True	SINE
chr22:29465142:29500727:-	retained	1	True	True	SINE
chr22:29499483:29515721:-	retained	1	True	True	SINE
chr22:29504596:29513260:+	retained	1	True	True	SINE
chr22:29515185:29593060:+	retained	1	True	True	SINE
chr22:29519121:29520007:-	retained	2	False	False	.
chr22:29538065:29560329:-	retained	1	True	True	SINE
chr22:29538898:29542550:+	retained	1	True	True	SINE
chr22:29539477:29542858:-	retained	1	False	False	.
chr22:29561203:29561505:-	retained	1	False	False	.
chr22:29566728:29596102:+	retained	1	True	True	SINE
chr22:29573698:29679795:+	retained	1	True	True	SINE
chr22:29576114:29593555:+	retained	1	True	True	SINE
chr22:29586662:29608572:+	retained	1	True	True	SINE
chr22:29608374:29617023:+	retained	1	True	True	SINE
chr22:29614035:29619672:+	retained	1	True	True	SINE
chr22:29617207:29652580:+	retained	1	True	True	SINE
chr22:29628184:29676186:+	retained	1	True	True	SINE,Simple_repeat
chr22:29674942:29678195:+	retained	1	False	False	.
chr22:29697048:29699657:-	retained	1	True	True	SINE
chr22:29708275:29760104:+	retained	2	True	True	SINE
chr22:29756835:29771442:+	retained	1	True	True	SINE
chr22:29765245:29772944:-	retained	1	True	True	SINE
chr22:29767549:29769677:+	retained	1	False	False	.
chr22:29772906:29773796:+	retained	2	True	True	SINE
chr22:29774586:29829660:-	retained	1	True	True	SINE
chr22:29775370:29781901:+	retained	1	True	True	SINE
chr22:29793981:29797847:-	retained	1	True	True	SINE
chr22:29803187:29823782:+	retained	1	True	True	SINE
chr22:29807768:29821857:+	retained	1	True	True	SINE
chr22:29826459:29853840:+	retained	1	True	True	SINE
chr22:29826534:29847290:-	retained	1	True	True	SINE
chr22:29897220:29902509:+	retained	1	True	True	SINE
chr22:29933849:29935895:+	retained	1	True	True	SINE
chr22:29940037:29940171:+	retained	1	True	True	SINE
chr22:29956492:29983881:-	retained	1	True	True	SINE
chr22:29977887:29999755:-	retained	1	True	True	SINE
chr22:29996068:29998546:+	retained	1	True	True	SINE
chr22:30001099:30069159:-	retained	1	True	True	SINE
chr22:30018973:30084914:+	retained	1	True	True	SINE
chr22:30022698:30025629:+	retained	1	False	False	.
chr22:30029341:30060364:-	retained	2	False	True	Retroposon
chr22:30032855:30125356:+	retained	1	True	True	SINE
chr22:30039440:30051485:-	retained	1	True	True	SINE
chr22:30052797:30055504:+	retained	1	True	True	SINE
chr22:30055871:30078509:+	retained	3	True	True	SINE
chr22:30068720:30103804:+	retained	1	True	True	SINE
chr22:30068720:30092019:+	retained	1	True	True	SINE
chr22:30102908:30110663:+	retained	1	True	True	SINE
chr22:30148745:30227234:-	retained	2	True	True	SINE
chr22:30234298:30255556:+	retained	1	True	True	SINE
chr22:30255213:30270542:+	retained	1	True	True	SINE
chr22:30313650:30407817:-	retained	1	True	True	SINE
chr22:30338313:30351153:-	retained	1	True	True	SINE
chr22:30340813:30341691:-	retained	1	False	False	.
chr22:30346520:30352950:-	retained	1	False	False	.
chr22:30439621:30440769:-	retained	1	True	True	SINE
chr22:30440715:30442133:+	retained	1	True	True	SINE
chr22:30440880:30442303:+	retained	1	True	True	SINE
chr22:30441852:30442222:-	retained	2	True	True	SINE
chr22:30442889:30447381:+	retained	1	True	True	SINE
chr22:30442960:30500147:+	retained	1	True	True	SINE
chr22:30509747:30531646:-	retained	1	True	True	SINE
chr22:30528370:30625576:-	retained	1	True	True	SINE
chr22:30563039:30568998:-	retained	1	True	True	SINE
chr22:30578999:30579136:-	retained	1	False	False	.
chr22:30581409:30581527:-	retained	1	False	False	.
chr22:30584718:30587285:-	retained	1	False	False	.
chr22:30588585:30604439:-	retained	2	True	True	SINE
chr22:30594302:30600598:-	retained	2	True	True	SINE
chr22:30599682:30600598:-	retained	1	True	True	SINE
chr22:30625586:30656234:-	retained	1	True	True	SINE
chr22:30629537:30638657:-	retained	1	True	True	SINE
chr22:30650187:30681658:-	retained	1	True	True	SINE
chr22:30653454:30739556:-	retained	1	True	True	SINE
chr22:30686240:30692837:+	retained	1	True	True	SINE
chr22:30703317:30737158:+	retained	1	True	True	SINE
chr22:30714760:30784915:+	retained	1	True	True	SINE
chr22:30725395:30792199:-	retained	1	True	True	SINE
chr22:30763576:30775550:+	retained	1	True	True	SINE
chr22:30772875:30854390:-	retained	1	True	True	SINE
chr22:30773198:30775891:+	retained	1	True	True	SINE
chr22:30791558:30794495:-	retained	1	True	True	SINE
chr22:30814033:30846381:-	retained	1	True	True	SINE
chr22:30858738:30866595:+	retained	2	True	True	SINE
chr22:30895861:30920229:-	retained	1	True	True	SINE
chr22:30913211:30914539:+	retained	1	True	True	SINE
chr22:30933031:30933465:-	retained	1	False	False	.
chr22:30938713:31029740:+	retained	1	True	True	SINE
chr22:30983598:31045000:+	retained	1	True	True	SINE
chr22:30987784:31006734:-	retained	2	True	True	SINE
chr22:30991858:30992454:+	retained	1	True	True	LTR,SINE
chr22:31008281:31009613:+	retained	1	True	True	SINE
chr22:31023943:31025038:+	retained	1	True	True	SINE
chr22:31025051:31038022:+	retained	1	True	True	SINE
chr22:31027146:31027673:+	retained	2	True	True	Retroposon
chr22:31030478:31061970:-	retained	1	True	True	SINE
chr22:31035630:31042652:-	retained	1	True	True	SINE
chr22:31088607:31088698:+	retained	1	False	False	.
chr22:31099897:31100884:+	retained	1	False	False	.
chr22:31105129:31105207:-	retained	1	False	False	.
chr22:31105966:31107376:-	retained	1	False	False	.
chr22:31108868:31190381:+	retained	1	True	True	SINE
chr22:31111339:31157777:+	retained	1	True	True	SINE
chr22:31115467:31116645:+	retained	1	True	True	SINE
chr22:31116310:31116645:+	retained	1	True	True	SINE
chr22:31174810:31189000:-	retained	1	True	True	SINE
chr22:31188861:31198834:-	retained	1	True	True	SINE
chr22:31195145:31198590:+	retained	1	True	True	SINE
chr22:31226262:31274459:+	retained	1	True	True	SINE
chr22:31236484:31254698:-	retained	1	True	True	SINE
chr22:31265117:31269696:-	retained	1	True	True	SINE
chr22:31266133:31266983:+	retained	1	False	False	.
chr22:31283719:31298716:-	retained	1	True	True	SINE
chr22:31307833:31310793:-	retained	2	True	True	SINE
chr22:31318290:31354477:-	retained	1	True	True	SINE
chr22:31324767:31482045:-	retained	1	True	True	SINE
chr22:31330439:31401925:-	retained	3	True	True	SINE
chr22:31360804:31361463:-	retained	1	True	True	SINE
chr22:31366687:31374185:+	retained	1	True	True	SINE
chr22:31370871:31379960:+	retained	1	True	True	SINE
chr22:31372065:31379050:-	retained	1	True	True	SINE
chr22:31386368:31387664:+	retained	1	True	True	SINE
chr22:31395322:31478586:+	retained	1	True	True	SINE
chr22:31397697:31451506:-	retained	1	True	True	SINE
chr22:31406598:31408048:-	retained	1	True	True	SINE
chr22:31411082:31420255:+	retained	1	False	False	.
chr22:31463968:31468174:-	retained	2	False	False	.
chr22:31472547:31510711:+	retained	1	True	True	SINE
chr22:31494543:31512918:-	retained	2	True	True	SINE
chr22:31515820:31590586:-	retained	1	True	True	SINE
chr22:31515973:31522809:-	retained	1	True	True	SINE
chr22:31517526:31556499:+	retained	1	True	True	SINE
chr22:31521846:31560783:-	retained	1	True	True	SINE
chr22:31531130:31546860:+	retained	1	False	False	.
chr22:31543203:31546699:-	retained	1	True	True	SINE
chr22:31544685:31588742:+	retained	1	True	True	SINE
chr22:31546215:31581189:+	retained	2	True	True	SINE
chr22:31550027:31566188:+	retained	1	True	True	SINE
chr22:31554452:31562776:+	retained	2	True	True	SINE
chr22:31564097:31574825:+	retained	1	True	True	SINE
chr22:31569775:31643735:-	retained	1	True	True	SINE
chr22:31571456:31579102:+	retained	1	True	True	SINE
chr22:31580365:31583874:+	retained	1	False	False	.
chr22:31626017:31630803:-	retained	1	False	False	.
chr22:31634761:31670051:-	retained	1	True	True	SINE
chr22:31640976:31644327:-	retained	1	True	True	SINE
chr22:31642885:31665908:-	retained	1	True	True	SINE
chr22:31655459:31686711:+	retained	1	True	True	SINE
chr22:31655459:31762957:+	retained	1	True	True	SINE
chr22:31656067:31668706:+	retained	1	True	True	SINE
chr22:31660971:31690420:+	retained	1	True	True	SINE
chr22:31673910:31722660:-	retained	1	True	True	SINE
chr22:31674567:31763149:-	retained	1	True	True	SINE
chr22:31679703:31698112:-	retained	1	True	True	SINE
chr22:31687497:31703093:+	retained	2	True	True	SINE
chr22:31694827:31720472:-	retained	1	True	True	SINE
chr22:31709684:31798063:+	retained	1	True	True	SINE
chr22:31726516:31799748:-	retained	1	True	True	SINE
chr22:31746940:31777403:+	retained	1	True	True	SINE
chr22:31756016:31759075:+	retained	1	True	True	SINE
chr22:31775827:31823316:+	retained	1	True	True	SINE
chr22:31782159:31868448:+	retained	1	True	True	SINE
chr22:31796792:31799577:+	retained	1	True	True	SINE
chr22:31798657:31802703:+	retained	1	False	False	.
chr22:31800037:31804675:+	retained	1	True	True	SINE
chr22:31804916:31806121:+	retained	1	False	False	.
chr22:31819226:31821501:+	retained	1	False	False	.
chr22:31831540:31859473:-	retained	1	True	True	SINE
chr22:31845238:31846833:+	retained	1	False	False	.
chr22:31862021:31928494:-	retained	1	True	True	SINE
chr22:31874008:31899606:+	retained	1	True	True	SINE
chr22:31885600:31909773:-	retained	1	True	True	SINE
chr22:31885623:31913488:+	retained	1	True	True	SINE
chr22:31894768:31959988:-	retained	1	True	True	SINE
chr22:31894924:31905394:-	retained	1	True	True	SINE
chr22:31909937:31968524:-	retained	1	True	True	SINE
chr22:31910871:31915044:+	retained	1	True	True	SINE
chr22:31919679:31921920:-	retained	1	True	True	SINE
chr22:31976681:31985422:-	retained	1	True	True	SINE
chr22:31981798:31997287:+	retained	1	True	True	SINE
chr22:32001083:32001960:-	retained	1	True	True	SINE
chr22:32002561:32036663:-	retained	3	True	True	SINE
chr22:32009676:32051507:-	retained	1	True	True	SINE
chr22:32031181:32058316:+	retained	1	True	True	SINE
chr22:32050015:32066934:+	retained	1	False	False	.
chr22:32086328:32091611:+	retained	1	False	False	.
chr22:32088583:32114528:-	retained	1	True	True	SINE
chr22:32126814:32193721:+	retained	1	True	True	SINE
chr22:32216310:32288127:+	retained	1	True	True	SINE
chr22:32223202:32265665:-	retained	1	True	True	LINE,SINE
chr22:32244775:32349217:-	retained	1	True	True	SINE
chr22:32254012:32291409:-	retained	1	True	True	SINE
chr22:32371198:32379539:-	retained	1	True	True	SINE
chr22:32380862:32413735:-	retained	1	True	True	SINE
chr22:32394003:32395025:-	retained	1	False	False	.
chr22:32396250:32397940:-	retained	1	False	False	.
chr22:32399760:32401746:-	retained	1	False	False	.
chr22:32479650:32516052:-	retained	1	True	True	SINE
chr22:32493282:32495492:+	retained	1	False	False	.
chr22:32526659:32549396:+	retained	1	True	True	SINE
chr22:32599436:32650380:-	retained	1	True	True	SINE
chr22:32906557:33092519:+	retained	1	True	True	LINE
chr22:32965949:33029437:-	retained	1	True	True	SINE
chr22:33008739:33034010:-	retained	1	True	True	SINE
chr22:33010002:33085044:+	retained	1	True	True	SINE
chr22:33050269:33053209:+	retained	1	True	True	SINE
chr22:33124074:33201095:+	retained	1	True	True	SINE
chr22:33161003:33178883:-	retained	1	True	True	LTR
chr22:33226962:33244227:-	retained	1	True	True	SINE
chr22:33230107:33331502:+	retained	1	True	True	SINE
chr22:33257135:33267170:+	retained	1	True	True	SINE
chr22:33269860:33318090:+	retained	1	True	True	SINE
chr22:33277256:33283201:-	retained	1	False	False	.
chr22:33290826:33361001:+	retained	1	True	True	SINE
chr22:33291862:33334181:+	retained	1	True	True	SINE
chr22:33332396:33349054:+	retained	1	True	True	LTR
chr22:33360083:33450370:+	retained	1	True	True	SINE
chr22:33373804:33387255:-	retained	1	True	True	SINE
chr22:33393801:33394255:+	retained	1	False	True	SINE
chr22:33399803:33403852:-	retained	1	True	True	SINE
chr22:33413553:33445737:-	retained	1	True	True	SINE
chr22:33413743:33426023:+	retained	1	True	True	SINE
chr22:33453290:33498846:-	retained	1	True	True	SINE
chr22:33485055:33509593:+	retained	1	True	True	SINE
chr22:33495692:33534376:-	retained	1	True	True	SINE
chr22:33524227:33572805:+	retained	1	True	True	SINE
chr22:33531259:33539691:+	retained	1	True	True	SINE
chr22:33535313:33600833:+	retained	1	True	True	SINE
chr22:33537804:33545669:-	retained	1	True	True	SINE
chr22:33541013:33547668:-	retained	1	True	True	SINE
chr22:33568689:33573361:-	retained	1	True	True	SINE
chr22:33751263:33809053:-	retained	1	True	True	SINE
chr22:33753095:33772207:-	retained	1	True	True	SINE
chr22:33772223:33777392:-	retained	1	True	True	SINE
chr22:33806933:33877844:-	retained	1	True	True	SINE
